,score,decision_baseline
521,0.26622091073520215,0
6742,0.7518761910269139,1
4962,0.04238324020974503,0
1619,0.42748908836917066,0
6217,0.42748908836917066,0
1028,0.7777531859079737,1
1768,0.5195341559561744,1
6605,0.26622091073520215,0
5515,0.6922224974537741,1
801,0.5217563781783966,1
4732,0.5195341559561744,1
5923,0.5104432468652652,1
5036,0.6939466353848086,1
4224,0.5217563781783966,1
7094,0.42748908836917066,0
4663,0.599118422295978,1
4670,0.26622091073520215,0
2448,0.3340118262423177,0
6477,0.7600062723277269,1
6569,0.42748908836917066,0
6766,0.35072642229858725,0
1414,0.1864685800410334,0
5114,0.7333529007075829,1
2710,0.6449206805867398,1
5386,0.30121351359902193,0
2469,1.0,1
497,0.2928765236911676,0
7117,0.12881428169353865,0
5401,0.7409642482674093,1
5738,0.42748908836917066,0
1286,0.26622091073520215,0
1713,0.8020201222072659,1
2364,0.26622091073520215,0
884,0.41800318455490865,0
637,0.2249688565563186,0
2467,0.8020201222072659,1
3748,0.20817929331184898,0
4000,0.36554123711340203,0
2024,0.3144777055200608,0
2404,0.26622091073520215,0
4283,0.5195341559561744,1
5824,0.5403496503496503,1
2841,0.54141065830721,1
