id_i,id_j,distance,race_i,race_j,pair_type
6454,6681,1.056949631575762,1,1,same_race
902,3789,0.0,1,1,same_race
902,2984,0.0,1,0,cross_race
902,1787,0.0,1,0,cross_race
902,6343,0.0,1,1,same_race
6319,6841,0.22211688016013675,0,0,same_race
4545,6246,0.08524053745639293,1,1,same_race
4545,5276,0.08524053745639304,1,1,same_race
3818,5542,0.22211688016013675,1,0,cross_race
3818,5685,0.255721612369179,1,1,same_race
3818,5441,0.26670912269668773,1,1,same_race
2766,5412,0.4189818446313947,1,0,cross_race
2766,4582,0.7034805048113533,1,1,same_race
2766,4127,0.7485174438063078,1,0,cross_race
2766,3147,0.7941107268639883,1,0,cross_race
4362,5166,0.08524053745639293,1,1,same_race
4362,6008,0.08524053745639315,1,0,cross_race
1952,3586,0.0,0,0,same_race
1952,5536,0.0,0,1,cross_race
1952,2448,0.0,0,1,cross_race
1952,4930,0.08524053745639301,0,1,cross_race
3036,4424,0.08524053745639301,1,0,cross_race
2476,5216,0.08524053745639304,0,1,cross_race
2476,4453,0.08524053745639304,0,0,same_race
720,6217,0.0,0,0,same_race
720,2234,0.0,0,0,same_race
720,3087,0.0,0,1,cross_race
720,6987,0.08524053745639293,0,1,cross_race
720,2396,0.08524053745639293,0,1,cross_race
2500,5322,0.0,0,0,same_race
2500,2892,0.08524053745639304,0,1,cross_race
1469,7145,2.4479152536282833,1,0,cross_race
1469,5023,2.861123889877017,1,1,same_race
1469,4047,2.8750574524188894,1,0,cross_race
1469,1493,3.073350140803288,1,1,same_race
6357,6510,2.9248621683918183,0,1,cross_race
6357,6935,3.1188198648410017,0,1,cross_race
3841,6382,0.22211688016013684,1,1,same_race
4231,6658,0.6212049438484978,1,1,same_race
1502,6382,0.3979009259098221,0,1,cross_race
1502,3841,0.4262026872819651,0,1,cross_race
1502,7088,0.6212049438484979,0,1,cross_race
1502,6941,0.6556325259134435,0,1,cross_race
3898,4082,0.17048107491278602,0,0,same_race
3898,5156,0.22211688016013686,0,1,cross_race
3898,5956,0.25572161236917906,0,0,same_race
811,2776,0.0,1,1,same_race
811,5685,0.08524053745639301,1,1,same_race
811,3523,0.17048107491278602,1,0,cross_race
811,943,0.17048107491278602,1,1,same_race
4375,5621,0.08524053745639304,0,1,cross_race
5706,6454,1.7148200658999468,1,1,same_race
5706,6679,1.9679144919884985,1,1,same_race
5183,6508,0.17048107491278586,1,0,cross_race
5183,5892,0.25572161236917923,1,0,cross_race
2179,4834,0.17048107491278597,1,0,cross_race
2179,2476,0.17048107491278608,1,0,cross_race
2179,2274,0.17048107491278608,1,1,same_race
5010,5363,0.20510962733674365,1,0,cross_race
5010,5407,0.26670912269668773,1,1,same_race
4834,6050,0.08524053745639304,0,0,same_race
4834,6074,0.17048107491278597,0,1,cross_race
1044,2625,0.08524053745639301,1,0,cross_race
1044,2660,0.22211688016013684,1,1,same_race
1044,4510,0.22211688016013684,1,0,cross_race
1044,7189,0.2667091226966877,1,1,same_race
3203,6000,2.1156286368187285,1,1,same_race
3203,3330,2.515720326816112,1,0,cross_race
6855,6978,0.0,1,1,same_race
1228,5769,0.0,1,0,cross_race
1228,5856,0.0,1,1,same_race
1228,4416,0.0,1,1,same_race
1228,4187,0.0,1,1,same_race
5204,6506,0.0,1,0,cross_race
2787,4790,0.0,0,0,same_race
2787,3835,0.0,0,1,cross_race
2787,3543,0.0,0,1,cross_race
4315,6254,0.4262026872819651,0,1,cross_race
4315,6709,0.5966837621947512,0,1,cross_race
1143,2904,0.08524053745639293,0,0,same_race
1143,4962,0.1704810749127863,0,0,same_race
1143,4765,0.4262026872819651,0,0,same_race
1143,6906,0.4262026872819651,0,0,same_race
3598,6309,0.08524053745639293,1,1,same_race
3598,3629,0.17048107491278608,1,1,same_race
3598,7094,0.2221168801601368,1,1,same_race
780,4220,0.0,0,1,cross_race
780,3930,0.0,0,1,cross_race
780,3390,0.0,0,1,cross_race
780,6832,0.0,0,1,cross_race
3087,6217,0.0,1,0,cross_race
3087,6987,0.08524053745639293,1,1,same_race
5135,5333,0.17048107491278597,0,1,cross_race
5135,5752,0.17048107491278597,0,0,same_race
5135,5907,0.17048107491278608,0,1,cross_race
473,5204,0.08524053745639301,1,1,same_race
473,6506,0.08524053745639301,1,0,cross_race
473,821,0.08524053745639301,1,0,cross_race
473,2848,0.17048107491278602,1,1,same_race
473,2273,0.17048107491278602,1,0,cross_race
1489,7141,0.20510962733674365,1,0,cross_race
1489,4623,0.4442337603202736,1,1,same_race
1489,2283,0.48339774506876215,1,1,same_race
1489,1620,0.511443224738358,1,1,same_race
1489,5189,0.5510391377724349,1,1,same_race
6614,6692,0.08524053745639303,0,1,cross_race
3594,7208,0.0,0,1,cross_race
3594,4924,0.0,0,1,cross_race
3594,6356,0.0,0,1,cross_race
6496,6806,0.41021925467348724,0,0,same_race
3076,5627,0.2221168801601368,0,1,cross_race
3076,3610,0.2221168801601368,0,1,cross_race
3076,4107,0.2221168801601368,0,0,same_race
3076,4895,0.2667091226966876,0,1,cross_race
387,3036,0.08524053745639301,1,1,same_race
387,1778,0.08524053745639301,1,1,same_race
387,2291,0.08524053745639301,1,0,cross_race
387,2874,0.17048107491278602,1,1,same_race
3247,3990,0.22211688016013684,1,1,same_race
3182,4220,0.0,0,1,cross_race
3182,3930,0.0,0,1,cross_race
3182,3390,0.0,0,1,cross_race
3182,6832,0.0,0,1,cross_race
3522,6644,0.08524053745639301,1,0,cross_race
3522,6311,0.08524053745639301,1,0,cross_race
3522,6802,0.08524053745639301,1,0,cross_race
2930,6806,2.090529022898213,1,0,cross_race
2930,6658,2.100754112111062,1,1,same_race
2215,2391,0.255721612369179,1,1,same_race
2215,3264,0.39790092590982207,1,1,same_race
2215,3870,0.3979009259098221,1,0,cross_race
4187,5769,0.0,1,0,cross_race
4187,5856,0.0,1,1,same_race
4187,4416,0.0,1,1,same_race
1420,4895,0.0,0,1,cross_race
1420,2602,0.20510962733674365,0,0,same_race
1420,5627,0.255721612369179,0,1,cross_race
1420,4107,0.255721612369179,0,0,same_race
657,4545,0.20510962733674365,1,1,same_race
657,4624,0.20510962733674365,1,0,cross_race
657,6246,0.22211688016013684,1,1,same_race
657,5276,0.22211688016013686,1,1,same_race
657,2135,0.41898184463139465,1,1,same_race
4238,6247,0.26670912269668773,0,1,cross_race
4238,4998,0.4189818446313947,0,0,same_race
4238,7026,0.8524053745639302,0,1,cross_race
3439,6872,0.08524053745639304,1,1,same_race
3439,4903,0.08524053745639304,1,0,cross_race
6057,6232,0.0,0,1,cross_race
6057,6766,0.20510962733674365,0,1,cross_race
3884,6833,0.08524053745639293,0,0,same_race
3884,6659,0.08524053745639315,0,0,same_race
3884,6829,0.08524053745639315,0,0,same_race
1579,6617,0.0,0,0,same_race
1579,6160,0.0,0,0,same_race
1579,2493,0.0,0,1,cross_race
1579,2544,0.08524053745639304,0,1,cross_race
1680,6850,0.0,0,1,cross_race
1680,5374,0.0,0,1,cross_race
1680,2799,0.0,0,1,cross_race
1680,3103,0.0,0,1,cross_race
4556,6458,0.41898184463139465,0,1,cross_race
5129,6578,0.17048107491278608,0,1,cross_race
1632,6850,0.0,0,1,cross_race
1632,5374,0.0,0,1,cross_race
1632,1668,0.0,0,0,same_race
1632,2799,0.0,0,1,cross_race
1632,3103,0.0,0,1,cross_race
819,5310,0.08524053745639301,1,1,same_race
819,6936,0.08524053745639303,1,1,same_race
819,4863,0.25572161236917906,1,1,same_race
819,2625,0.26670912269668773,1,0,cross_race
819,2155,0.26670912269668773,1,0,cross_race
5166,6008,0.17048107491278608,1,0,cross_race
2067,3266,0.0,1,0,cross_race
2067,3366,0.0,1,1,same_race
2067,3784,0.0,1,0,cross_race
2067,6177,0.0,1,1,same_race
2067,3317,0.08524053745639293,1,1,same_race
248,1813,0.2667091226966877,0,1,cross_race
248,5142,0.34096214982557205,0,1,cross_race
248,2822,0.5915476037913093,0,1,cross_race
248,2150,0.5966837621947512,0,1,cross_race
6659,6829,0.0,0,0,same_race
2378,6850,0.0,1,1,same_race
2378,5374,0.0,1,1,same_race
2378,2799,0.0,1,1,same_race
2378,3103,0.0,1,1,same_race
5483,5737,0.08524053745639304,0,0,same_race
5483,6265,0.2051096273367436,0,1,cross_race
5483,6788,0.20510962733674365,0,1,cross_race
1299,3489,0.08524053745639293,1,0,cross_race
1299,6846,0.26670912269668756,1,1,same_race
1299,5069,0.3278162629567216,1,1,same_race
1164,1836,2.8308325364597433,1,1,same_race
1164,5077,2.923221980186146,1,1,same_race
1164,6758,3.0417675502529358,1,1,same_race
1164,6515,3.259294448661134,1,1,same_race
1164,3786,3.366999010843226,1,1,same_race
192,5956,0.0,1,0,cross_race
192,6241,0.08524053745639301,1,1,same_race
192,4082,0.08524053745639304,1,0,cross_race
192,2848,0.2051096273367436,1,1,same_race
192,2273,0.2051096273367436,1,0,cross_race
2877,6523,0.08524053745639304,1,0,cross_race
2877,4334,0.08524053745639304,1,1,same_race
1187,6265,0.22211688016013686,0,1,cross_race
1187,4628,0.3278162629567218,0,0,same_race
1187,5737,0.41021925467348724,0,0,same_race
1187,5483,0.41898184463139465,0,0,same_race
1187,4197,0.4729891012196648,0,1,cross_race
4998,6247,0.6663506404804106,0,1,cross_race
4998,7026,1.0234547831894163,0,1,cross_race
5082,6068,0.0,1,0,cross_race
5082,7053,0.0,1,0,cross_race
2679,2758,0.615328882010231,1,1,same_race
2679,4386,0.7485174438063078,1,1,same_race
2679,5611,1.438295502082423,1,1,same_race
2514,6696,0.0,1,1,same_race
2514,3295,0.0,1,0,cross_race
2514,6087,0.08524053745639293,1,1,same_race
2514,4404,0.08524053745639304,1,1,same_race
3340,3868,1.186499259469777,1,1,same_race
3340,5237,3.116607187507274,1,0,cross_race
3340,6816,5.751041803384994,1,1,same_race
3340,5077,7.329410072057854,1,1,same_race
3340,6758,7.359327277140556,1,1,same_race
5542,6091,0.20510962733674365,0,0,same_race
5333,5752,0.0,1,0,cross_race
5333,6057,0.2051096273367436,1,0,cross_race
5250,6885,0.17048107491278608,1,0,cross_race
398,3221,0.08524053745639301,1,1,same_race
398,6210,0.17048107491278605,1,1,same_race
398,1899,0.25572161236917906,1,1,same_race
398,868,0.3278162629567217,1,1,same_race
398,2183,0.34096214982557205,1,1,same_race
508,7155,0.08524053745639293,0,0,same_race
508,7038,0.17048107491278586,0,0,same_race
508,1298,0.17048107491278608,0,0,same_race
508,1966,0.22211688016013684,0,1,cross_race
508,1434,0.255721612369179,0,1,cross_race
5425,6159,0.08524053745639304,1,0,cross_race
2882,7005,0.0,0,0,same_race
2882,4181,0.08524053745639293,0,0,same_race
4003,5508,0.0,1,1,same_race
4003,5648,0.0,1,1,same_race
2890,6009,0.0,0,0,same_race
1724,3934,0.5915476037913094,1,1,same_race
1724,4998,1.0432481237698445,1,0,cross_race
1724,2754,1.0569496315757616,1,1,same_race
1724,4238,1.1269495899975603,1,0,cross_race
4247,6578,0.08524053745639315,0,1,cross_race
4247,5129,0.25572161236917923,0,0,same_race
4247,6458,0.34096214982557194,0,1,cross_race
5984,6195,0.08524053745639304,0,0,same_race
5936,6634,0.22211688016013686,0,1,cross_race
4692,5363,0.2667091226966877,1,0,cross_race
4692,5407,0.397900925909822,1,1,same_race
4692,4936,0.41898184463139465,1,1,same_race
2496,5648,0.20510962733674365,1,1,same_race
2496,4003,0.20510962733674365,1,1,same_race
2496,5508,0.20510962733674365,1,1,same_race
943,5114,0.0,1,1,same_race
943,3702,0.08524053745639303,1,1,same_race
943,2776,0.17048107491278602,1,1,same_race
943,1885,0.17048107491278602,1,1,same_race
5672,6730,0.3278162629567218,1,1,same_race
561,5229,4.528046963001531,1,0,cross_race
561,3340,7.70528446925674,1,1,same_race
561,3868,7.937141609608501,1,1,same_race
561,5237,10.230111280218049,1,0,cross_race
561,6816,12.677026655185447,1,1,same_race
432,2179,0.0,1,1,same_race
432,4834,0.17048107491278597,1,0,cross_race
432,2476,0.17048107491278608,1,0,cross_race
432,2274,0.17048107491278608,1,1,same_race
2649,4804,0.34096214982557205,0,1,cross_race
2649,5699,0.34096214982557205,0,1,cross_race
2649,4140,0.6556325259134438,0,1,cross_race
5508,5648,0.0,1,1,same_race
6382,7088,0.48339774506876226,1,1,same_race
4930,6343,0.0,1,1,same_race
1327,6375,2.074829644223126,0,1,cross_race
1327,4745,2.084943167516391,0,1,cross_race
1327,1861,2.084943167516391,0,1,cross_race
1327,6532,2.084943167516391,0,1,cross_race
1020,3833,0.17048107491278602,1,0,cross_race
1020,3221,0.4189818446313947,1,1,same_race
1020,6210,0.44423376032027373,1,1,same_race
1020,4232,0.47298910121966486,1,1,same_race
3969,6295,0.0,1,0,cross_race
3969,5642,0.08524053745639304,1,1,same_race
232,5352,0.08524053745639304,1,0,cross_race
232,3808,0.08524053745639304,1,0,cross_race
232,2602,0.08524053745639304,1,0,cross_race
232,4516,0.17048107491278608,1,0,cross_race
232,4392,0.17048107491278608,1,0,cross_race
4672,5135,0.0,0,0,same_race
4672,5333,0.17048107491278597,0,1,cross_race
4672,5752,0.17048107491278597,0,0,same_race
4672,5907,0.17048107491278608,0,1,cross_race
3715,4656,0.20510962733674365,1,1,same_race
3715,5666,0.22211688016013686,1,1,same_race
3715,6097,0.25572161236917906,1,1,same_race
2932,6134,0.6385087547867916,1,1,same_race
2932,7026,0.8248547125678197,1,1,same_race
2932,4998,0.9459782024393297,1,0,cross_race
2932,4238,1.1232369451338928,1,0,cross_race
754,1886,0.0,1,1,same_race
754,5888,0.0,1,1,same_race
754,6499,0.08524053745639293,1,1,same_race
754,6132,0.08524053745639293,1,0,cross_race
1493,3203,1.2675074170218539,1,1,same_race
1493,6000,2.0006992667453543,1,1,same_race
1493,4722,2.6666378360705587,1,1,same_race
2396,6047,0.0,1,1,same_race
2396,3087,0.08524053745639293,1,1,same_race
4369,4819,0.0,1,0,cross_race
3620,4231,0.20510962733674365,0,1,cross_race
3620,6658,0.41898184463139465,0,1,cross_race
5290,6664,0.0,0,1,cross_race
5290,6954,0.08524053745639304,0,0,same_race
194,405,0.08524053745639293,1,1,same_race
194,6810,0.22211688016013684,1,1,same_race
194,2496,0.22211688016013684,1,1,same_race
194,1713,0.22211688016013684,1,1,same_race
6000,6330,2.317756912098882,1,1,same_race
3569,4532,0.08524053745639304,0,0,same_race
3569,5676,0.17048107491278602,0,1,cross_race
3569,5425,0.17048107491278602,0,1,cross_race
2847,6978,0.0,0,1,cross_race
2847,6855,0.0,0,1,cross_race
2847,5904,0.0,0,1,cross_race
5904,6978,0.0,1,1,same_race
5904,6855,0.0,1,1,same_race
3192,3317,0.0,1,1,same_race
3192,5364,0.0,1,1,same_race
3192,4721,0.0,1,1,same_race
3192,3266,0.08524053745639293,1,0,cross_race
1515,5189,0.17048107491278608,1,1,same_race
1515,2155,0.2667091226966877,1,0,cross_race
1515,1620,0.26670912269668773,1,1,same_race
1515,2150,0.39790092590982207,1,1,same_race
6210,6769,0.3278162629567218,1,1,same_race
2677,5503,0.0,0,1,cross_race
2677,7020,0.0,0,1,cross_race
4823,6195,0.0,1,0,cross_race
4823,5984,0.08524053745639304,1,0,cross_race
1222,3629,0.08524053745639304,1,1,same_race
1222,1631,0.17048107491278608,1,1,same_race
1222,6912,0.2051096273367436,1,1,same_race
1222,5457,0.2221168801601368,1,0,cross_race
1222,4272,0.2221168801601368,1,1,same_race
3368,6194,3.376876860850968,1,1,same_race
3368,7201,3.772020152514033,1,1,same_race
5719,7120,0.0,1,0,cross_race
238,459,0.0,0,0,same_race
238,5364,0.08524053745639304,0,1,cross_race
238,3317,0.08524053745639304,0,1,cross_race
238,3192,0.08524053745639304,0,1,cross_race
238,4113,0.08524053745639304,0,0,same_race
58,5613,0.17048107491278608,0,1,cross_race
58,6983,0.22211688016013684,0,0,same_race
58,2823,0.22211688016013692,0,1,cross_race
58,1096,0.255721612369179,0,0,same_race
58,3870,0.3278162629567217,0,0,same_race
6097,6810,0.17048107491278608,1,1,same_race
6097,6560,0.20510962733674365,1,1,same_race
5493,6971,0.2667091226966877,0,0,same_race
5493,7038,0.3278162629567219,0,0,same_race
2855,3881,0.0,1,0,cross_race
744,6850,0.0,1,1,same_race
744,5374,0.0,1,1,same_race
744,1668,0.0,1,0,cross_race
744,2799,0.0,1,1,same_race
744,3103,0.0,1,1,same_race
205,5980,0.0,1,1,same_race
205,2460,0.08524053745639293,1,0,cross_race
205,5449,0.08524053745639293,1,1,same_race
237,1820,1.0396214587814476,1,0,cross_race
237,1105,1.4976904662616515,1,0,cross_race
237,539,2.1759531386458457,1,0,cross_race
237,7145,2.189017467401185,1,0,cross_race
237,5023,2.2284928211704007,1,1,same_race
3279,3573,2.116710617604067,0,0,same_race
3279,6780,2.1303970128792025,0,0,same_race
4136,4914,0.08524053745639315,0,0,same_race
4136,5099,0.17048107491278608,0,1,cross_race
2729,4011,0.22211688016013684,0,0,same_race
2729,5807,0.22211688016013684,0,1,cross_race
2729,3526,0.2667091226966877,0,0,same_race
2729,4123,0.26670912269668773,0,0,same_race
2729,4355,0.3278162629567217,0,1,cross_race
1454,3312,0.5966837621947512,0,1,cross_race
1454,2578,2.1516553116608312,0,1,cross_race
1454,2121,2.2070166833942118,0,1,cross_race
1454,6681,2.2911901435315984,0,1,cross_race
1454,6114,2.308062327122109,0,1,cross_race
4517,5425,0.0,1,1,same_race
4517,4532,0.08524053745639298,1,0,cross_race
4517,6159,0.08524053745639304,1,0,cross_race
1400,2264,0.4833977450687623,1,1,same_race
1400,2467,0.5966837621947512,1,1,same_race
1400,2766,1.231572056807944,1,1,same_race
1400,3147,1.233606291070898,1,0,cross_race
2174,6765,0.08524053745639293,0,1,cross_race
2174,2537,0.17048107491278586,0,0,same_race
2174,5009,0.17048107491278586,0,0,same_race
2174,2497,0.17048107491278586,0,0,same_race
5752,6057,0.2051096273367436,0,0,same_race
5253,6182,0.0,1,0,cross_race
5253,7181,0.08524053745639293,1,1,same_race
5678,5900,0.0,0,1,cross_race
5678,6841,0.08524053745639293,0,0,same_race
5678,6053,0.08524053745639293,0,0,same_race
872,2838,0.08524053745639304,0,0,same_race
872,4819,0.08524053745639304,0,0,same_race
872,5382,0.08524053745639304,0,0,same_race
872,6043,0.08524053745639304,0,0,same_race
872,4369,0.08524053745639304,0,1,cross_race
2940,4307,0.0,1,0,cross_race
3682,6507,0.0,0,1,cross_race
3682,6614,0.08524053745639303,0,0,same_race
3682,6311,0.08524053745639303,0,0,same_race
3682,4222,0.08524053745639304,0,0,same_race
2591,6659,0.20510962733674365,0,0,same_race
2591,6829,0.20510962733674365,0,0,same_race
1207,3459,0.0,1,1,same_race
1207,5826,0.08524053745639304,1,1,same_race
1207,5508,0.08524053745639304,1,1,same_race
1207,4003,0.08524053745639304,1,1,same_race
1207,5648,0.08524053745639304,1,1,same_race
5568,6130,0.22211688016013692,1,1,same_race
2220,4077,0.0,0,1,cross_race
2220,2222,0.0,0,0,same_race
2220,5262,0.08524053745639315,0,0,same_race
2220,6519,0.17048107491278608,0,0,same_race
2220,4212,0.17048107491278608,0,1,cross_race
62,1044,0.17048107491278605,0,1,cross_race
62,2660,0.22211688016013684,0,1,cross_race
62,2625,0.25572161236917906,0,0,same_race
62,5156,0.3278162629567217,0,1,cross_race
62,4510,0.3278162629567217,0,0,same_race
2598,5250,0.08524053745639304,0,1,cross_race
2598,2806,0.08524053745639304,0,1,cross_race
2598,6885,0.08524053745639304,0,0,same_race
3104,6978,0.0,1,1,same_race
3104,6855,0.0,1,1,same_race
3104,5904,0.0,1,1,same_race
4077,5262,0.08524053745639315,1,0,cross_race
4077,6519,0.17048107491278608,1,0,cross_race
4077,4212,0.17048107491278608,1,1,same_race
3912,5613,0.2667091226966876,0,1,cross_race
3912,7088,0.3278162629567217,0,1,cross_race
3912,6983,0.48339774506876226,0,0,same_race
149,5449,0.0,1,1,same_race
149,205,0.08524053745639293,1,1,same_race
149,5980,0.08524053745639293,1,1,same_race
149,2841,0.08524053745639293,1,1,same_race
2537,5009,0.0,0,0,same_race
2537,6765,0.08524053745639293,0,1,cross_race
2537,7175,0.08524053745639293,0,0,same_race
673,3859,0.0,1,1,same_race
673,3034,0.0,1,0,cross_race
673,3018,0.0,1,1,same_race
673,4903,0.0,1,0,cross_race
3697,3921,0.0,1,1,same_race
2135,6246,0.2051096273367436,1,1,same_race
2135,4624,0.22211688016013675,1,0,cross_race
2135,4545,0.22211688016013675,1,1,same_race
2135,3820,0.255721612369179,1,1,same_race
2135,5276,0.2667091226966876,1,1,same_race
2245,5508,0.0,1,1,same_race
2245,5648,0.0,1,1,same_race
2245,3459,0.08524053745639304,1,1,same_race
1637,1930,0.0,1,0,cross_race
1637,5197,0.0,1,1,same_race
1637,4902,0.0,1,0,cross_race
1637,2172,0.0,1,1,same_race
1637,2737,0.0,1,1,same_race
2821,4644,2.045787515822032,1,1,same_race
1678,2847,0.0,1,0,cross_race
1678,6978,0.0,1,1,same_race
1678,6855,0.0,1,1,same_race
1678,5904,0.0,1,1,same_race
3295,6696,0.0,0,1,cross_race
3295,6087,0.08524053745639293,0,1,cross_race
3295,4404,0.08524053745639304,0,1,cross_race
1149,6104,0.0,0,1,cross_race
1149,4222,0.08524053745639298,0,0,same_race
1149,5659,0.08524053745639298,0,1,cross_race
3459,5826,0.08524053745639304,1,1,same_race
3459,5508,0.08524053745639304,1,1,same_race
3459,4003,0.08524053745639304,1,1,same_race
3459,5648,0.08524053745639304,1,1,same_race
2660,4510,0.17048107491278602,1,0,cross_race
2660,5956,0.20510962733674365,1,0,cross_race
700,5643,0.17048107491278602,1,1,same_race
700,3523,0.20510962733674354,1,0,cross_race
700,5685,0.22211688016013675,1,1,same_race
700,1473,0.22211688016013686,1,1,same_race
700,5542,0.25572161236917906,1,0,cross_race
1219,6770,0.0,1,0,cross_race
1219,6201,0.0,1,1,same_race
1219,6803,0.0,1,1,same_race
3228,6689,0.08524053745639301,1,1,same_race
3228,4656,0.17048107491278605,1,1,same_race
3228,5666,0.25572161236917906,1,1,same_race
3228,3534,0.26670912269668773,1,1,same_race
3228,3715,0.26670912269668773,1,1,same_race
527,946,0.0,0,0,same_race
527,6770,0.0,0,0,same_race
527,6201,0.0,0,1,cross_race
527,6803,0.0,0,1,cross_race
527,1219,0.0,0,1,cross_race
3816,6160,0.08524053745639304,0,0,same_race
2625,4510,0.20510962733674362,0,0,same_race
2625,7189,0.22211688016013684,0,1,cross_race
2625,5310,0.22211688016013686,0,1,cross_race
129,1947,0.0,0,1,cross_race
129,6676,0.0,0,1,cross_race
129,3612,0.08524053745639298,0,0,same_race
129,2806,0.08524053745639304,0,1,cross_race
129,4267,0.08524053745639304,0,1,cross_race
2831,4224,0.08524053745639304,1,0,cross_race
2831,5289,0.17048107491278608,1,1,same_race
2831,4863,0.20510962733674365,1,1,same_race
2831,3813,0.22211688016013684,1,0,cross_race
5073,6309,0.2667091226966877,1,1,same_race
420,1953,0.0,0,0,same_race
420,6119,0.0,0,1,cross_race
420,6336,0.0,0,0,same_race
420,4463,0.0,0,1,cross_race
2833,7145,3.437612750376256,1,0,cross_race
2833,5580,3.875264531843801,1,1,same_race
2833,6670,3.9188564605943847,1,1,same_race
1504,5719,0.17048107491278597,0,1,cross_race
1504,7120,0.17048107491278597,0,0,same_race
1504,6184,0.17048107491278597,0,1,cross_race
2681,4644,0.4189818446313947,1,1,same_race
2681,6785,0.9245366830287776,1,1,same_race
6628,7053,0.0,1,0,cross_race
2011,2103,0.0,1,1,same_race
2011,5601,0.0,1,1,same_race
4267,6676,0.08524053745639304,1,1,same_race
5613,6983,0.22211688016013692,1,0,cross_race
4113,5364,0.0,0,1,cross_race
4113,4721,0.0,0,1,cross_race
6194,7201,2.042321569405824,1,1,same_race
1169,6705,0.0,1,0,cross_race
1169,4688,0.17048107491278608,1,1,same_race
1169,4095,0.17048107491278608,1,1,same_race
6130,6846,0.3278162629567218,1,1,same_race
3120,4688,0.17048107491278597,0,1,cross_race
3120,6766,0.17048107491278608,0,1,cross_race
3120,3416,0.22211688016013686,0,0,same_race
4386,5276,1.0396214587814474,1,1,same_race
2190,4638,0.0,1,0,cross_race
1196,6851,0.0,0,0,same_race
1196,2589,0.08524053745639298,0,1,cross_race
1196,6072,0.08524053745639298,0,0,same_race
1196,5631,0.08524053745639298,0,0,same_race
6707,7175,0.08524053745639293,0,0,same_race
3133,6523,0.08524053745639304,1,0,cross_race
3133,4334,0.08524053745639304,1,1,same_race
2044,6880,0.08524053745639304,1,0,cross_race
2044,2511,0.08524053745639304,1,1,same_race
2044,5621,0.17048107491278597,1,1,same_race
3658,5036,0.0,1,1,same_race
3658,6922,0.0,1,0,cross_race
3658,4286,0.0,1,0,cross_race
2029,2940,0.0,1,1,same_race
2029,4307,0.0,1,0,cross_race
3808,4516,0.08524053745639304,0,0,same_race
3808,4392,0.08524053745639304,0,0,same_race
3808,4773,0.17048107491278602,0,0,same_race
315,1267,0.0,0,0,same_race
315,1380,0.0,0,0,same_race
315,3509,0.08524053745639304,0,1,cross_race
315,2602,0.17048107491278597,0,0,same_race
1413,4315,0.39790092590982207,0,0,same_race
1413,6254,0.7941107268639883,0,1,cross_race
1413,2346,0.9459782024393297,0,1,cross_race
1413,6709,0.9598175949390808,0,1,cross_race
2914,6850,0.0,1,1,same_race
2914,5374,0.0,1,1,same_race
2914,3103,0.0,1,1,same_race
3018,3859,0.0,1,1,same_race
3018,3034,0.0,1,0,cross_race
3018,4903,0.0,1,0,cross_race
3534,4656,0.20510962733674365,1,1,same_race
3534,3702,0.20510962733674365,1,1,same_race
3534,5114,0.22211688016013686,1,1,same_race
3534,5666,0.22211688016013686,1,1,same_race
4935,6644,0.0,1,0,cross_race
4935,6736,0.0,1,1,same_race
4935,6802,0.0,1,0,cross_race
757,1400,1.2807384073063786,1,1,same_race
757,1138,1.5098656893329607,1,1,same_race
757,2467,1.7064090900116125,1,1,same_race
757,2264,1.7628739860261584,1,1,same_race
757,4953,2.3055335740369305,1,1,same_race
4624,6246,0.08524053745639293,0,1,cross_race
4624,5276,0.08524053745639304,0,1,cross_race
4305,4688,0.20510962733674365,0,1,cross_race
3668,4674,0.08524053745639293,0,1,cross_race
3668,6841,0.17048107491278586,0,0,same_race
3668,6053,0.17048107491278586,0,0,same_race
5274,6407,0.08524053745639304,0,0,same_race
5274,5962,0.08524053745639304,0,1,cross_race
5274,6634,0.2667091226966877,0,1,cross_race
5503,7020,0.0,1,1,same_race
1441,3952,0.08524053745639303,1,1,same_race
1441,2027,0.08524053745639304,1,1,same_race
1441,1778,0.17048107491278605,1,1,same_race
1441,3569,0.2051096273367436,1,0,cross_race
2865,5393,0.17048107491278608,1,1,same_race
2865,5621,0.22211688016013684,1,1,same_race
2865,5289,0.22211688016013684,1,1,same_race
3610,4107,0.0,1,0,cross_race
1540,2696,0.22211688016013675,0,0,same_race
1540,3748,0.22211688016013675,0,0,same_race
1540,6858,0.26670912269668773,0,1,cross_race
1540,6508,0.4189818446313947,0,0,same_race
1540,6820,0.4442337603202737,0,0,same_race
4623,4758,0.22211688016013684,1,0,cross_race
5997,6022,0.17048107491278586,0,1,cross_race
5997,6705,0.22211688016013692,0,0,same_race
6941,7088,0.6309528281045266,1,1,same_race
4914,5099,0.08524053745639293,0,1,cross_race
4405,6912,0.08524053745639304,0,1,cross_race
4405,7017,0.17048107491278597,0,1,cross_race
4463,6119,0.0,1,1,same_race
4463,6336,0.0,1,0,cross_race
3141,4901,4.937151373184354,1,1,same_race
3141,3743,5.032212571405267,1,1,same_race
3141,6330,5.049313878314194,1,1,same_race
2505,5249,0.0,1,1,same_race
2505,5290,0.08524053745639304,1,0,cross_race
2170,6316,0.17048107491278602,0,0,same_race
2170,7133,0.22211688016013686,0,1,cross_race
1541,6091,0.08524053745639304,0,0,same_race
