id_i,id_j,distance,race_i,race_j,pair_type,profile_id
6506,2598,,0,0,same_race,26-35_1-2_misdemeanor
6506,6885,,0,0,same_race,26-35_1-2_misdemeanor
6506,129,,0,0,same_race,26-35_1-2_misdemeanor
6506,4267,,0,1,cross_race,26-35_1-2_misdemeanor
6506,2044,,0,1,cross_race,26-35_1-2_misdemeanor
6506,3612,,0,0,same_race,26-35_1-2_misdemeanor
6506,1947,,0,1,cross_race,26-35_1-2_misdemeanor
6506,3669,,0,0,same_race,26-35_1-2_misdemeanor
6506,2480,,0,0,same_race,26-35_1-2_misdemeanor
6506,2262,,0,0,same_race,26-35_1-2_misdemeanor
6506,2511,,0,1,cross_race,26-35_1-2_misdemeanor
6506,821,,0,0,same_race,26-35_1-2_misdemeanor
6506,138,,0,0,same_race,26-35_1-2_misdemeanor
6506,7204,,0,1,cross_race,26-35_1-2_misdemeanor
6506,1383,,0,0,same_race,26-35_1-2_misdemeanor
6506,329,,0,0,same_race,26-35_1-2_misdemeanor
6506,4197,,0,1,cross_race,26-35_1-2_misdemeanor
6506,1949,,0,1,cross_race,26-35_1-2_misdemeanor
6506,5737,,0,0,same_race,26-35_1-2_misdemeanor
6506,6880,,0,0,same_race,26-35_1-2_misdemeanor
5250,1454,,1,0,cross_race,26-35_1-2_misdemeanor
5250,2598,,1,0,cross_race,26-35_1-2_misdemeanor
5250,6885,,1,0,cross_race,26-35_1-2_misdemeanor
5250,129,,1,0,cross_race,26-35_1-2_misdemeanor
5250,4267,,1,1,same_race,26-35_1-2_misdemeanor
5250,2044,,1,1,same_race,26-35_1-2_misdemeanor
5250,3612,,1,0,cross_race,26-35_1-2_misdemeanor
5250,1947,,1,1,same_race,26-35_1-2_misdemeanor
5250,3669,,1,0,cross_race,26-35_1-2_misdemeanor
5250,2480,,1,0,cross_race,26-35_1-2_misdemeanor
5250,2262,,1,0,cross_race,26-35_1-2_misdemeanor
5250,2511,,1,1,same_race,26-35_1-2_misdemeanor
5250,821,,1,0,cross_race,26-35_1-2_misdemeanor
5250,138,,1,0,cross_race,26-35_1-2_misdemeanor
5250,7204,,1,1,same_race,26-35_1-2_misdemeanor
5250,1383,,1,0,cross_race,26-35_1-2_misdemeanor
5250,329,,1,0,cross_race,26-35_1-2_misdemeanor
5250,4197,,1,1,same_race,26-35_1-2_misdemeanor
5250,1949,,1,1,same_race,26-35_1-2_misdemeanor
5250,5737,,1,0,cross_race,26-35_1-2_misdemeanor
5250,6880,,1,0,cross_race,26-35_1-2_misdemeanor
1454,2598,,0,0,same_race,26-35_1-2_misdemeanor
1454,6885,,0,0,same_race,26-35_1-2_misdemeanor
1454,129,,0,0,same_race,26-35_1-2_misdemeanor
1454,4267,,0,1,cross_race,26-35_1-2_misdemeanor
1454,2044,,0,1,cross_race,26-35_1-2_misdemeanor
1454,3612,,0,0,same_race,26-35_1-2_misdemeanor
1454,1947,,0,1,cross_race,26-35_1-2_misdemeanor
1454,3669,,0,0,same_race,26-35_1-2_misdemeanor
1454,2480,,0,0,same_race,26-35_1-2_misdemeanor
1454,2262,,0,0,same_race,26-35_1-2_misdemeanor
1454,2511,,0,1,cross_race,26-35_1-2_misdemeanor
1454,821,,0,0,same_race,26-35_1-2_misdemeanor
1454,138,,0,0,same_race,26-35_1-2_misdemeanor
1454,7204,,0,1,cross_race,26-35_1-2_misdemeanor
1454,1383,,0,0,same_race,26-35_1-2_misdemeanor
1454,329,,0,0,same_race,26-35_1-2_misdemeanor
1454,4197,,0,1,cross_race,26-35_1-2_misdemeanor
1454,1949,,0,1,cross_race,26-35_1-2_misdemeanor
1454,5737,,0,0,same_race,26-35_1-2_misdemeanor
1454,6880,,0,0,same_race,26-35_1-2_misdemeanor
2598,6885,,0,0,same_race,26-35_1-2_misdemeanor
2598,129,,0,0,same_race,26-35_1-2_misdemeanor
2598,4267,,0,1,cross_race,26-35_1-2_misdemeanor
2598,2044,,0,1,cross_race,26-35_1-2_misdemeanor
2598,3612,,0,0,same_race,26-35_1-2_misdemeanor
2598,1947,,0,1,cross_race,26-35_1-2_misdemeanor
2598,3669,,0,0,same_race,26-35_1-2_misdemeanor
2598,2480,,0,0,same_race,26-35_1-2_misdemeanor
2598,2262,,0,0,same_race,26-35_1-2_misdemeanor
2598,2511,,0,1,cross_race,26-35_1-2_misdemeanor
2598,821,,0,0,same_race,26-35_1-2_misdemeanor
2598,138,,0,0,same_race,26-35_1-2_misdemeanor
2598,7204,,0,1,cross_race,26-35_1-2_misdemeanor
2598,1383,,0,0,same_race,26-35_1-2_misdemeanor
2598,329,,0,0,same_race,26-35_1-2_misdemeanor
2598,4197,,0,1,cross_race,26-35_1-2_misdemeanor
2598,1949,,0,1,cross_race,26-35_1-2_misdemeanor
2598,5737,,0,0,same_race,26-35_1-2_misdemeanor
2598,6880,,0,0,same_race,26-35_1-2_misdemeanor
6885,129,,0,0,same_race,26-35_1-2_misdemeanor
6885,4267,,0,1,cross_race,26-35_1-2_misdemeanor
6885,2044,,0,1,cross_race,26-35_1-2_misdemeanor
6885,3612,,0,0,same_race,26-35_1-2_misdemeanor
6885,1947,,0,1,cross_race,26-35_1-2_misdemeanor
6885,3669,,0,0,same_race,26-35_1-2_misdemeanor
6885,2480,,0,0,same_race,26-35_1-2_misdemeanor
6885,2262,,0,0,same_race,26-35_1-2_misdemeanor
6885,2511,,0,1,cross_race,26-35_1-2_misdemeanor
6885,821,,0,0,same_race,26-35_1-2_misdemeanor
6885,138,,0,0,same_race,26-35_1-2_misdemeanor
6885,7204,,0,1,cross_race,26-35_1-2_misdemeanor
6885,1383,,0,0,same_race,26-35_1-2_misdemeanor
6885,329,,0,0,same_race,26-35_1-2_misdemeanor
6885,4197,,0,1,cross_race,26-35_1-2_misdemeanor
6885,1949,,0,1,cross_race,26-35_1-2_misdemeanor
6885,5737,,0,0,same_race,26-35_1-2_misdemeanor
6885,6880,,0,0,same_race,26-35_1-2_misdemeanor
129,4267,,0,1,cross_race,26-35_1-2_misdemeanor
129,2044,,0,1,cross_race,26-35_1-2_misdemeanor
129,3612,,0,0,same_race,26-35_1-2_misdemeanor
129,1947,,0,1,cross_race,26-35_1-2_misdemeanor
129,3669,,0,0,same_race,26-35_1-2_misdemeanor
129,2480,,0,0,same_race,26-35_1-2_misdemeanor
129,2262,,0,0,same_race,26-35_1-2_misdemeanor
129,2511,,0,1,cross_race,26-35_1-2_misdemeanor
129,821,,0,0,same_race,26-35_1-2_misdemeanor
129,138,,0,0,same_race,26-35_1-2_misdemeanor
129,7204,,0,1,cross_race,26-35_1-2_misdemeanor
129,1383,,0,0,same_race,26-35_1-2_misdemeanor
129,329,,0,0,same_race,26-35_1-2_misdemeanor
129,4197,,0,1,cross_race,26-35_1-2_misdemeanor
129,1949,,0,1,cross_race,26-35_1-2_misdemeanor
129,5737,,0,0,same_race,26-35_1-2_misdemeanor
129,6880,,0,0,same_race,26-35_1-2_misdemeanor
4267,2044,,1,1,same_race,26-35_1-2_misdemeanor
4267,3612,,1,0,cross_race,26-35_1-2_misdemeanor
4267,1947,,1,1,same_race,26-35_1-2_misdemeanor
4267,3669,,1,0,cross_race,26-35_1-2_misdemeanor
4267,2480,,1,0,cross_race,26-35_1-2_misdemeanor
4267,2262,,1,0,cross_race,26-35_1-2_misdemeanor
4267,2511,,1,1,same_race,26-35_1-2_misdemeanor
4267,821,,1,0,cross_race,26-35_1-2_misdemeanor
4267,138,,1,0,cross_race,26-35_1-2_misdemeanor
4267,7204,,1,1,same_race,26-35_1-2_misdemeanor
4267,1383,,1,0,cross_race,26-35_1-2_misdemeanor
4267,329,,1,0,cross_race,26-35_1-2_misdemeanor
4267,4197,,1,1,same_race,26-35_1-2_misdemeanor
4267,1949,,1,1,same_race,26-35_1-2_misdemeanor
4267,5737,,1,0,cross_race,26-35_1-2_misdemeanor
4267,6880,,1,0,cross_race,26-35_1-2_misdemeanor
2044,3612,,1,0,cross_race,26-35_1-2_misdemeanor
2044,1947,,1,1,same_race,26-35_1-2_misdemeanor
2044,3669,,1,0,cross_race,26-35_1-2_misdemeanor
2044,2480,,1,0,cross_race,26-35_1-2_misdemeanor
2044,2262,,1,0,cross_race,26-35_1-2_misdemeanor
2044,2511,,1,1,same_race,26-35_1-2_misdemeanor
2044,821,,1,0,cross_race,26-35_1-2_misdemeanor
2044,138,,1,0,cross_race,26-35_1-2_misdemeanor
2044,7204,,1,1,same_race,26-35_1-2_misdemeanor
2044,1383,,1,0,cross_race,26-35_1-2_misdemeanor
2044,329,,1,0,cross_race,26-35_1-2_misdemeanor
2044,4197,,1,1,same_race,26-35_1-2_misdemeanor
2044,1949,,1,1,same_race,26-35_1-2_misdemeanor
2044,5737,,1,0,cross_race,26-35_1-2_misdemeanor
2044,6880,,1,0,cross_race,26-35_1-2_misdemeanor
3612,1947,,0,1,cross_race,26-35_1-2_misdemeanor
3612,3669,,0,0,same_race,26-35_1-2_misdemeanor
3612,2480,,0,0,same_race,26-35_1-2_misdemeanor
3612,2262,,0,0,same_race,26-35_1-2_misdemeanor
3612,2511,,0,1,cross_race,26-35_1-2_misdemeanor
3612,821,,0,0,same_race,26-35_1-2_misdemeanor
3612,138,,0,0,same_race,26-35_1-2_misdemeanor
3612,7204,,0,1,cross_race,26-35_1-2_misdemeanor
3612,1383,,0,0,same_race,26-35_1-2_misdemeanor
3612,329,,0,0,same_race,26-35_1-2_misdemeanor
3612,4197,,0,1,cross_race,26-35_1-2_misdemeanor
3612,1949,,0,1,cross_race,26-35_1-2_misdemeanor
3612,5737,,0,0,same_race,26-35_1-2_misdemeanor
3612,6880,,0,0,same_race,26-35_1-2_misdemeanor
1947,3669,,1,0,cross_race,26-35_1-2_misdemeanor
1947,2480,,1,0,cross_race,26-35_1-2_misdemeanor
1947,2262,,1,0,cross_race,26-35_1-2_misdemeanor
1947,2511,,1,1,same_race,26-35_1-2_misdemeanor
1947,821,,1,0,cross_race,26-35_1-2_misdemeanor
1947,138,,1,0,cross_race,26-35_1-2_misdemeanor
1947,7204,,1,1,same_race,26-35_1-2_misdemeanor
1947,1383,,1,0,cross_race,26-35_1-2_misdemeanor
1947,329,,1,0,cross_race,26-35_1-2_misdemeanor
1947,4197,,1,1,same_race,26-35_1-2_misdemeanor
1947,1949,,1,1,same_race,26-35_1-2_misdemeanor
1947,5737,,1,0,cross_race,26-35_1-2_misdemeanor
1947,6880,,1,0,cross_race,26-35_1-2_misdemeanor
3669,2480,,0,0,same_race,26-35_1-2_misdemeanor
3669,2262,,0,0,same_race,26-35_1-2_misdemeanor
3669,2511,,0,1,cross_race,26-35_1-2_misdemeanor
3669,821,,0,0,same_race,26-35_1-2_misdemeanor
3669,138,,0,0,same_race,26-35_1-2_misdemeanor
3669,7204,,0,1,cross_race,26-35_1-2_misdemeanor
3669,1383,,0,0,same_race,26-35_1-2_misdemeanor
3669,329,,0,0,same_race,26-35_1-2_misdemeanor
3669,4197,,0,1,cross_race,26-35_1-2_misdemeanor
3669,1949,,0,1,cross_race,26-35_1-2_misdemeanor
3669,5737,,0,0,same_race,26-35_1-2_misdemeanor
3669,6880,,0,0,same_race,26-35_1-2_misdemeanor
2480,2262,,0,0,same_race,26-35_1-2_misdemeanor
2480,2511,,0,1,cross_race,26-35_1-2_misdemeanor
2480,821,,0,0,same_race,26-35_1-2_misdemeanor
2480,138,,0,0,same_race,26-35_1-2_misdemeanor
2480,7204,,0,1,cross_race,26-35_1-2_misdemeanor
2480,1383,,0,0,same_race,26-35_1-2_misdemeanor
2480,329,,0,0,same_race,26-35_1-2_misdemeanor
2480,4197,,0,1,cross_race,26-35_1-2_misdemeanor
2480,1949,,0,1,cross_race,26-35_1-2_misdemeanor
2480,5737,,0,0,same_race,26-35_1-2_misdemeanor
2480,6880,,0,0,same_race,26-35_1-2_misdemeanor
2262,2511,,0,1,cross_race,26-35_1-2_misdemeanor
2262,821,,0,0,same_race,26-35_1-2_misdemeanor
2262,138,,0,0,same_race,26-35_1-2_misdemeanor
2262,7204,,0,1,cross_race,26-35_1-2_misdemeanor
2262,1383,,0,0,same_race,26-35_1-2_misdemeanor
2262,329,,0,0,same_race,26-35_1-2_misdemeanor
2262,4197,,0,1,cross_race,26-35_1-2_misdemeanor
2262,1949,,0,1,cross_race,26-35_1-2_misdemeanor
2262,5737,,0,0,same_race,26-35_1-2_misdemeanor
2262,6880,,0,0,same_race,26-35_1-2_misdemeanor
2511,821,,1,0,cross_race,26-35_1-2_misdemeanor
2511,138,,1,0,cross_race,26-35_1-2_misdemeanor
2511,7204,,1,1,same_race,26-35_1-2_misdemeanor
2511,1383,,1,0,cross_race,26-35_1-2_misdemeanor
2511,329,,1,0,cross_race,26-35_1-2_misdemeanor
2511,4197,,1,1,same_race,26-35_1-2_misdemeanor
2511,1949,,1,1,same_race,26-35_1-2_misdemeanor
2511,5737,,1,0,cross_race,26-35_1-2_misdemeanor
2511,6880,,1,0,cross_race,26-35_1-2_misdemeanor
821,138,,0,0,same_race,26-35_1-2_misdemeanor
821,7204,,0,1,cross_race,26-35_1-2_misdemeanor
821,1383,,0,0,same_race,26-35_1-2_misdemeanor
821,329,,0,0,same_race,26-35_1-2_misdemeanor
821,4197,,0,1,cross_race,26-35_1-2_misdemeanor
821,1949,,0,1,cross_race,26-35_1-2_misdemeanor
821,5737,,0,0,same_race,26-35_1-2_misdemeanor
821,6880,,0,0,same_race,26-35_1-2_misdemeanor
138,7204,,0,1,cross_race,26-35_1-2_misdemeanor
138,1383,,0,0,same_race,26-35_1-2_misdemeanor
138,329,,0,0,same_race,26-35_1-2_misdemeanor
138,4197,,0,1,cross_race,26-35_1-2_misdemeanor
138,1949,,0,1,cross_race,26-35_1-2_misdemeanor
138,5737,,0,0,same_race,26-35_1-2_misdemeanor
138,6880,,0,0,same_race,26-35_1-2_misdemeanor
7204,1383,,1,0,cross_race,26-35_1-2_misdemeanor
7204,329,,1,0,cross_race,26-35_1-2_misdemeanor
7204,4197,,1,1,same_race,26-35_1-2_misdemeanor
7204,1949,,1,1,same_race,26-35_1-2_misdemeanor
7204,5737,,1,0,cross_race,26-35_1-2_misdemeanor
7204,6880,,1,0,cross_race,26-35_1-2_misdemeanor
1383,329,,0,0,same_race,26-35_1-2_misdemeanor
1383,4197,,0,1,cross_race,26-35_1-2_misdemeanor
1383,1949,,0,1,cross_race,26-35_1-2_misdemeanor
1383,5737,,0,0,same_race,26-35_1-2_misdemeanor
1383,6880,,0,0,same_race,26-35_1-2_misdemeanor
329,4197,,0,1,cross_race,26-35_1-2_misdemeanor
329,1949,,0,1,cross_race,26-35_1-2_misdemeanor
329,5737,,0,0,same_race,26-35_1-2_misdemeanor
329,6880,,0,0,same_race,26-35_1-2_misdemeanor
4197,1949,,1,1,same_race,26-35_1-2_misdemeanor
4197,5737,,1,0,cross_race,26-35_1-2_misdemeanor
4197,6880,,1,0,cross_race,26-35_1-2_misdemeanor
1949,5737,,1,0,cross_race,26-35_1-2_misdemeanor
1949,6880,,1,0,cross_race,26-35_1-2_misdemeanor
5737,6880,,0,0,same_race,26-35_1-2_misdemeanor
4232,6679,,1,1,same_race,26-35_6+_felony
4656,5580,,1,1,same_race,26-35_6+_felony
3340,2469,,1,1,same_race,26-35_6+_felony
4656,6900,,1,1,same_race,26-35_6+_felony
816,1899,,1,1,same_race,26-35_6+_felony
5617,3141,,1,1,same_race,26-35_6+_felony
6900,2223,,1,1,same_race,26-35_6+_felony
5648,1207,,1,1,same_race,26-35_6+_felony
4731,2541,,1,1,same_race,26-35_6+_felony
1646,2469,,1,1,same_race,26-35_6+_felony
5077,2541,,1,1,same_race,26-35_6+_felony
1885,3934,,1,1,same_race,26-35_6+_felony
194,5643,,1,1,same_race,26-35_6+_felony
2469,1713,,1,1,same_race,26-35_6+_felony
1912,5592,,1,1,same_race,26-35_6+_felony
2264,6810,,1,1,same_race,26-35_6+_felony
405,6758,,1,1,same_race,26-35_6+_felony
5592,5401,,1,1,same_race,26-35_6+_felony
4038,2766,,1,1,same_race,26-35_6+_felony
3228,5401,,1,1,same_race,26-35_6+_felony
2245,2467,,1,1,same_race,26-35_6+_felony
1805,2183,,1,1,same_race,26-35_6+_felony
5648,2541,,1,1,same_race,26-35_6+_felony
2264,194,,1,1,same_race,26-35_6+_felony
1879,226,,1,1,same_race,26-35_6+_felony
4232,5826,,1,1,same_race,26-35_6+_felony
405,6329,,1,1,same_race,26-35_6+_felony
2264,5648,,1,1,same_race,26-35_6+_felony
7145,3228,,0,1,cross_race,26-35_6+_felony
1724,561,,1,1,same_race,26-35_6+_felony
2679,3715,,1,1,same_race,26-35_6+_felony
6515,5412,,1,0,cross_race,26-35_6+_felony
194,5114,,1,1,same_race,26-35_6+_felony
405,5401,,1,1,same_race,26-35_6+_felony
226,6810,,1,1,same_race,26-35_6+_felony
5438,5592,,1,1,same_race,26-35_6+_felony
194,2942,,1,1,same_race,26-35_6+_felony
2942,4620,,1,1,same_race,26-35_6+_felony
5508,6329,,1,1,same_race,26-35_6+_felony
2776,2795,,1,1,same_race,26-35_6+_felony
816,5666,,1,1,same_race,26-35_6+_felony
194,3833,,1,0,cross_race,26-35_6+_felony
4232,5237,,1,0,cross_race,26-35_6+_felony
5077,2469,,1,1,same_race,26-35_6+_felony
4582,5592,,1,1,same_race,26-35_6+_felony
1207,6742,,1,1,same_race,26-35_6+_felony
226,1885,,1,1,same_race,26-35_6+_felony
6097,4620,,1,1,same_race,26-35_6+_felony
4582,1912,,1,1,same_race,26-35_6+_felony
1469,3967,,1,1,same_race,26-35_6+_felony
3715,3228,,1,1,same_race,26-35_6+_felony
1899,2467,,1,1,same_race,26-35_6+_felony
6679,2795,,1,1,same_race,26-35_6+_felony
6560,2766,,1,1,same_race,26-35_6+_felony
3459,1646,,1,1,same_race,26-35_6+_felony
6515,2776,,1,1,same_race,26-35_6+_felony
5580,3141,,1,1,same_race,26-35_6+_felony
2541,5412,,1,0,cross_race,26-35_6+_felony
6454,5666,,1,1,same_race,26-35_6+_felony
6097,655,,1,1,same_race,26-35_6+_felony
1724,6329,,1,1,same_race,26-35_6+_felony
3033,5508,,1,1,same_race,26-35_6+_felony
5826,2469,,1,1,same_race,26-35_6+_felony
3534,5592,,1,1,same_race,26-35_6+_felony
3702,5611,,1,1,same_race,26-35_6+_felony
561,1646,,1,1,same_race,26-35_6+_felony
2766,5401,,1,1,same_race,26-35_6+_felony
5617,5114,,1,1,same_race,26-35_6+_felony
4582,2467,,1,1,same_race,26-35_6+_felony
5666,6742,,1,1,same_race,26-35_6+_felony
2766,1885,,1,1,same_race,26-35_6+_felony
6810,6689,,1,1,same_race,26-35_6+_felony
2758,561,,1,1,same_race,26-35_6+_felony
3459,6329,,1,1,same_race,26-35_6+_felony
1885,5412,,1,0,cross_race,26-35_6+_felony
976,1899,,1,1,same_race,26-35_6+_felony
2183,5401,,1,1,same_race,26-35_6+_felony
1724,3459,,1,1,same_race,26-35_6+_felony
6560,1646,,1,1,same_race,26-35_6+_felony
6560,1885,,1,1,same_race,26-35_6+_felony
4003,6742,,1,1,same_race,26-35_6+_felony
405,2679,,1,1,same_race,26-35_6+_felony
811,6758,,1,1,same_race,26-35_6+_felony
6515,2245,,1,1,same_race,26-35_6+_felony
2766,3934,,1,1,same_race,26-35_6+_felony
2766,5666,,1,1,same_race,26-35_6+_felony
4038,124,,1,1,same_race,26-35_6+_felony
5643,6689,,1,1,same_race,26-35_6+_felony
4731,6454,,1,1,same_race,26-35_6+_felony
3228,1885,,1,1,same_race,26-35_6+_felony
4038,1207,,1,1,same_race,26-35_6+_felony
1879,6810,,1,1,same_race,26-35_6+_felony
6560,124,,1,1,same_race,26-35_6+_felony
4003,6689,,1,1,same_race,26-35_6+_felony
1207,4620,,1,1,same_race,26-35_6+_felony
61,5114,,1,1,same_race,26-35_6+_felony
811,5643,,1,1,same_race,26-35_6+_felony
1879,1646,,1,1,same_race,26-35_6+_felony
3459,6758,,1,1,same_race,26-35_6+_felony
61,1879,,1,1,same_race,26-35_6+_felony
61,6742,,1,1,same_race,26-35_6+_felony
3715,2776,,1,1,same_race,26-35_6+_felony
2264,7201,,1,1,same_race,26-35_6+_felony
5077,4731,,1,1,same_race,26-35_6+_felony
3459,3141,,1,1,same_race,26-35_6+_felony
6329,2795,,1,1,same_race,26-35_6+_felony
5617,5077,,1,1,same_race,26-35_6+_felony
1138,2467,,1,1,same_race,26-35_6+_felony
4003,3934,,1,1,same_race,26-35_6+_felony
6810,3934,,1,1,same_race,26-35_6+_felony
6679,5592,,1,1,same_race,26-35_6+_felony
1912,4620,,1,1,same_race,26-35_6+_felony
4656,5666,,1,1,same_race,26-35_6+_felony
4582,6689,,1,1,same_race,26-35_6+_felony
6454,976,,1,1,same_race,26-35_6+_felony
2942,5237,,1,0,cross_race,26-35_6+_felony
1459,1724,,0,1,cross_race,26-35_6+_felony
2679,3702,,1,1,same_race,26-35_6+_felony
811,124,,1,1,same_race,26-35_6+_felony
194,1082,,1,1,same_race,26-35_6+_felony
6097,226,,1,1,same_race,26-35_6+_felony
1912,405,,1,1,same_race,26-35_6+_felony
3340,6097,,1,1,same_race,26-35_6+_felony
405,1885,,1,1,same_race,26-35_6+_felony
4582,6329,,1,1,same_race,26-35_6+_felony
3033,5592,,1,1,same_race,26-35_6+_felony
6900,2467,,1,1,same_race,26-35_6+_felony
4003,1646,,1,1,same_race,26-35_6+_felony
3833,6810,,0,1,cross_race,26-35_6+_felony
4003,4620,,1,1,same_race,26-35_6+_felony
6679,5237,,1,0,cross_race,26-35_6+_felony
6810,6742,,1,1,same_race,26-35_6+_felony
6560,655,,1,1,same_race,26-35_6+_felony
4038,5580,,1,1,same_race,26-35_6+_felony
3715,5412,,1,0,cross_race,26-35_6+_felony
4656,1713,,1,1,same_race,26-35_6+_felony
1805,5648,,1,1,same_race,26-35_6+_felony
5592,2467,,1,1,same_race,26-35_6+_felony
5077,4003,,1,1,same_race,26-35_6+_felony
4620,1713,,1,1,same_race,26-35_6+_felony
6097,3934,,1,1,same_race,26-35_6+_felony
5617,6515,,1,1,same_race,26-35_6+_felony
2758,2469,,1,1,same_race,26-35_6+_felony
561,2467,,1,1,same_race,26-35_6+_felony
3033,226,,1,1,same_race,26-35_6+_felony
3967,2541,,1,1,same_race,26-35_6+_felony
2496,3459,,1,1,same_race,26-35_6+_felony
1879,5648,,1,1,same_race,26-35_6+_felony
816,405,,1,1,same_race,26-35_6+_felony
3534,5412,,1,0,cross_race,26-35_6+_felony
5438,2679,,1,1,same_race,26-35_6+_felony
61,6679,,1,1,same_race,26-35_6+_felony
3459,5643,,1,1,same_race,26-35_6+_felony
6454,943,,1,1,same_race,26-35_6+_felony
1912,1138,,1,1,same_race,26-35_6+_felony
3534,3934,,1,1,same_race,26-35_6+_felony
3833,1713,,0,1,cross_race,26-35_6+_felony
3459,2467,,1,1,same_race,26-35_6+_felony
1459,4731,,0,1,cross_race,26-35_6+_felony
1879,2183,,1,1,same_race,26-35_6+_felony
5617,5611,,1,1,same_race,26-35_6+_felony
4656,6454,,1,1,same_race,26-35_6+_felony
3534,1138,,1,1,same_race,26-35_6+_felony
4038,4731,,1,1,same_race,26-35_6+_felony
6758,1138,,1,1,same_race,26-35_6+_felony
6329,226,,1,1,same_race,26-35_6+_felony
6560,3141,,1,1,same_race,26-35_6+_felony
816,3459,,1,1,same_race,26-35_6+_felony
61,5580,,1,1,same_race,26-35_6+_felony
1459,1885,,0,1,cross_race,26-35_6+_felony
811,3534,,1,1,same_race,26-35_6+_felony
976,2467,,1,1,same_race,26-35_6+_felony
1912,2541,,1,1,same_race,26-35_6+_felony
3459,1082,,1,1,same_race,26-35_6+_felony
4656,1138,,1,1,same_race,26-35_6+_felony
6560,3228,,1,1,same_race,26-35_6+_felony
194,976,,1,1,same_race,26-35_6+_felony
2245,7201,,1,1,same_race,26-35_6+_felony
7145,3141,,0,1,cross_race,26-35_6+_felony
6560,4656,,1,1,same_race,26-35_6+_felony
3228,6329,,1,1,same_race,26-35_6+_felony
6097,2467,,1,1,same_race,26-35_6+_felony
61,5412,,1,0,cross_race,26-35_6+_felony
5826,5508,,1,1,same_race,26-35_6+_felony
2183,2467,,1,1,same_race,26-35_6+_felony
4656,2776,,1,1,same_race,26-35_6+_felony
5826,226,,1,1,same_race,26-35_6+_felony
6758,5611,,1,1,same_race,26-35_6+_felony
5617,1713,,1,1,same_race,26-35_6+_felony
3459,1899,,1,1,same_race,26-35_6+_felony
4582,194,,1,1,same_race,26-35_6+_felony
5643,2795,,1,1,same_race,26-35_6+_felony
1469,2469,,1,1,same_race,26-35_6+_felony
2758,6679,,1,1,same_race,26-35_6+_felony
816,655,,1,1,same_race,26-35_6+_felony
3715,6900,,1,1,same_race,26-35_6+_felony
1912,1885,,1,1,same_race,26-35_6+_felony
5643,5592,,1,1,same_race,26-35_6+_felony
1879,3833,,1,0,cross_race,26-35_6+_felony
2183,226,,1,1,same_race,26-35_6+_felony
194,6742,,1,1,same_race,26-35_6+_felony
561,5666,,1,1,same_race,26-35_6+_felony
5412,2469,,0,1,cross_race,26-35_6+_felony
5826,6097,,1,1,same_race,26-35_6+_felony
4038,5611,,1,1,same_race,26-35_6+_felony
4582,1459,,1,0,cross_race,26-35_6+_felony
1459,1138,,0,1,cross_race,26-35_6+_felony
5077,3702,,1,1,same_race,26-35_6+_felony
1912,1724,,1,1,same_race,26-35_6+_felony
5648,6097,,1,1,same_race,26-35_6+_felony
7145,5666,,0,1,cross_race,26-35_6+_felony
4656,226,,1,1,same_race,26-35_6+_felony
5666,976,,1,1,same_race,26-35_6+_felony
6900,124,,1,1,same_race,26-35_6+_felony
943,1138,,1,1,same_race,26-35_6+_felony
2496,1713,,1,1,same_race,26-35_6+_felony
194,2541,,1,1,same_race,26-35_6+_felony
3141,1885,,1,1,same_race,26-35_6+_felony
6515,1207,,1,1,same_race,26-35_6+_felony
3141,2467,,1,1,same_race,26-35_6+_felony
6560,2223,,1,1,same_race,26-35_6+_felony
5438,6515,,1,1,same_race,26-35_6+_felony
943,1207,,1,1,same_race,26-35_6+_felony
2541,3934,,1,1,same_race,26-35_6+_felony
5580,5508,,1,1,same_race,26-35_6+_felony
4731,2766,,1,1,same_race,26-35_6+_felony
5580,6329,,1,1,same_race,26-35_6+_felony
3715,5592,,1,1,same_race,26-35_6+_felony
2679,5592,,1,1,same_race,26-35_6+_felony
2679,2776,,1,1,same_race,26-35_6+_felony
6097,2469,,1,1,same_race,26-35_6+_felony
816,2467,,1,1,same_race,26-35_6+_felony
2758,3459,,1,1,same_race,26-35_6+_felony
1469,2245,,1,1,same_race,26-35_6+_felony
3715,6329,,1,1,same_race,26-35_6+_felony
3228,4620,,1,1,same_race,26-35_6+_felony
4003,6097,,1,1,same_race,26-35_6+_felony
6515,2223,,1,1,same_race,26-35_6+_felony
3340,7201,,1,1,same_race,26-35_6+_felony
5580,3833,,1,0,cross_race,26-35_6+_felony
943,5508,,1,1,same_race,26-35_6+_felony
1879,4003,,1,1,same_race,26-35_6+_felony
811,6900,,1,1,same_race,26-35_6+_felony
816,3534,,1,1,same_race,26-35_6+_felony
2496,6329,,1,1,same_race,26-35_6+_felony
1899,655,,1,1,same_race,26-35_6+_felony
5580,3340,,1,1,same_race,26-35_6+_felony
3833,2469,,0,1,cross_race,26-35_6+_felony
194,3228,,1,1,same_race,26-35_6+_felony
3833,6689,,0,1,cross_race,26-35_6+_felony
3228,2467,,1,1,same_race,26-35_6+_felony
3459,5114,,1,1,same_race,26-35_6+_felony
5643,5412,,1,0,cross_race,26-35_6+_felony
3141,5643,,1,1,same_race,26-35_6+_felony
816,3967,,1,1,same_race,26-35_6+_felony
811,2496,,1,1,same_race,26-35_6+_felony
3715,5237,,1,0,cross_race,26-35_6+_felony
2264,6097,,1,1,same_race,26-35_6+_felony
